filestem	chapter	unit_of_analysis	actor_configuration	narrative_framing	legitimation_strategy	enemy_moral_status	embodiment_mode	violence_visibility	agency_level	narrative_summary	confidence_score
675_1943	8	video_chapter	collective_military;enemy_focus	defensive_war;heroic_combat;comradely_front	defensive	legitimate_opponent;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter frames German paratroopers collectively as disciplined, prepared, and resilient defenders in the face of repeated enemy assaults by British and American forces. Violence is implied through scenes of combat preparation, artillery, and enemy prisoners, but not explicitly shown. The narrative emphasizes defensive valor and comradeship, legitimizing German action as a necessary response to continuous enemy offensives by a described legitimate and ultimately less effective opponent.	0.96
675_1943	9	video_chapter	collective_military;enemy_focus	heroic_combat;defensive_war;inevitable_victory	defensive	criminalized_enemy;dehumanized_enemy;existential_threat	disciplined_masculinity;neutral_military_presence	implied;shown	high	This newsreel chapter presents the German military as highly disciplined and methodical, facing overwhelming enemy forces with determined resistance and effective coordination. The enemy is depicted as both criminalized and dehumanized, suffering vast losses in the face of German defense, with the legitimacy of German actions placed in a defensive frame. Scenes of battle and destruction reinforce a narrative of heroic combat, inevitable victory, and collective military efficacy.	0.97
675_1943	10	video_chapter	collective_military;enemy_focus	heroic_combat;inevitable_victory	none	criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter showcases German airmen operating as a disciplined and effective collective, carrying out attacks on enemy forces and shooting down Soviet planes. The narration frames the combat as a demonstration of superiority and inevitable victory, with the enemy constructed as 'Bolshevist' and treated as a criminalized foe. Violence is implied through aerial attacks and explosions, while the visual focus on precision and group coordination underscores high agency and military discipline.	0.96
676_1943	3	video_chapter	collective_military	comradely_front;administrative_normality	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	This chapter presents the Marine Hitlerjugend as a youthful, disciplined military collective engaged in sport and training activities. The narrative celebrates their camaraderie, physical capability, and acceptance by naval leadership, normalizing military preparation as part of everyday life. No enemy is depicted or discussed, and violence is absent both visually and textually.	1.0
676_1943	4	video_chapter	collective_military;individual_hero	heroic_combat;inevitable_victory	none	none	disciplined_masculinity;neutral_military_presence	implied	high	The chapter celebrates the triumphant return of a decorated U-boat commander and his disciplined crew after successful enemy ship sinkings. Visuals focus on healthy, victorious sailors and enthusiastic civilian spectators, while the narration highlights awards and military achievement, implying combat effectiveness. The enemy is absent both visually and textually, and violence is referenced through statistics, not imagery.	0.95
676_1943	5	video_chapter	collective_military	administrative_normality;occupation_normalization	none	none	neutral_military_presence	absent	medium	The video chapter depicts German police and naval forces ensuring order and overseeing river transport operations on the Dnepr. Visuals emphasize calm administrative control, showing disciplined but non-heroic military personnel and routine logistic activities. The narrative frames this as an efficient, normalized occupation with no explicit depiction of violence or enemy presence.	0.92
676_1943	7	video_chapter	collective_military	comradely_front;defensive_war	defensive	none	disciplined_masculinity;neutral_military_presence	absent	high	Newly arrived young ethnic German volunteers from Transylvania are depicted joining the Waffen-SS in Vienna, celebrated as disciplined and unified. The narration frames their participation as a voluntary, defensive act to protect the German Reich and Europe, while scenes of violence or the enemy are notably absent. The soldiers are positioned as active agents fulfilling a collective military and patriotic duty.	0.97
676_1943	8	video_chapter	collective_military	comradely_front;administrative_normality	none	none	disciplined_masculinity;emotional_expressivity	absent	medium	The chapter depicts German soldiers in Greece engaged in sports, games, and leisure, highlighting camaraderie and normalized military life away from combat. The mood is light-hearted, emphasizing group enjoyment and healthy masculine bodies, with no enemy presence or direct mention of combat. The visual and textual elements jointly present the military unit as disciplined yet emotionally expressive and at ease.	1.0
676_1943	9	video_chapter	collective_military	administrative_normality;comradely_front	none	none	disciplined_masculinity;emotionally_restrained	absent	high	The video chapter presents German soldiers at the Eastern Front engaged in routine, everyday activities such as bathing, letter writing, and weapon maintenance, with an emphasis on their resourcefulness and discipline. Violence and enemy presence are entirely absent, fostering an impression of camaraderie and administrative normality behind the lines. The soldiers are depicted as resilient, adaptable, and functioning as a unified, industrious group.	0.95
676_1943	10	video_chapter	collective_military;enemy_focus	heroic_combat;defensive_war;comradely_front	defensive	weaker_enemy	disciplined_masculinity;wounded_body;emotionally_restrained	implied	high	The chapter portrays German soldiers conducting a coordinated counterattack against fortified enemy positions, highlighting their discipline and teamwork. Combat is central, with violence mostly implied rather than explicitly shown, and both the wounding of soldiers and the surrender of Soviet prisoners depicted. The narration frames the action as a defensive measure, emphasizing heavy enemy losses and the Germans' resolute determination.	0.97
676_1943	11	video_chapter	collective_military;civilian_collective	defensive_war;comradely_front;administrative_normality	defensive	criminalized_enemy;weaker_enemy	disciplined_masculinity;wounded_body;emotionally_restrained	implied	high	The chapter depicts the German military undertaking an organized withdrawal, accompanied by local civilians, with disciplined and purposeful action. Narration emphasizes defensive positioning and care for the wounded, constructing the enemy as criminal and suffering heavy losses. The visual and textual elements together frame the event as a resolute, defensive stand with disciplined soldiers providing protection and order.	0.95
676_1943	12	video_chapter	collective_military;enemy_focus	heroic_combat;comradely_front	none	weaker_enemy;criminalized_enemy	disciplined_masculinity;neutral_military_presence	shown;implied	high	The chapter depicts disciplined German soldiers in collective combat, highlighting their resilience and camaraderie through the awarding of medals and depiction of battlefield actions. The enemy is presented as both formidable and suffering heavy losses, reinforcing German military prowess and dominance. Violence is both shown and implied, with a strong visual emphasis on discipline and technical efficiency amid scenes of destruction.	0.95
677_1943	1	video_chapter	collective_military	comradely_front;technological_modernity;administrative_normality	none	none	disciplined_masculinity;neutral_military_presence	absent	high	This chapter depicts organized SA and Reichsarbeitsdienst units in Prague performing parades, athletic and military-style exercises, and public demonstrations of physical fitness. The visual and textual elements emphasize disciplined group cohesion, youthful vitality, and the normalization of military presence and routines, without reference to combat, violence, or an active enemy. The narrative frames these militarized activities as orderly, modern, and community-oriented.	1.0
677_1943	3	video_chapter	collective_military;individual_hero;civilian_collective	comradely_front;technological_modernity	none	none	disciplined_masculinity;neutral_military_presence	absent	high	This video chapter highlights a competitive aviation event of the Flieger-Hitler-Jugend, emphasizing the skill, discipline, and camaraderie among youthful members of the Luftwaffe. The visuals and narration focus on collective participation, individual achievement, and technological aspects of gliding without representing violence or an enemy. The framing showcases disciplined, capable youth as future defenders, reinforcing military camaraderie and modernity.	1.0
677_1943	7	video_chapter	collective_military	administrative_normality;comradely_front	none	none	disciplined_masculinity;emotionally_restrained;neutral_military_presence	absent	medium	The chapter depicts German soldiers in Norway engaging in routine activities such as washing dogs and uniforms, emphasizing camaraderie and day-to-day military life without reference to combat or the enemy. The scene frames the soldiers as orderly, disciplined, and emotionally restrained, highlighting administrative normality and group cohesion. There is no evident violence or legitimation strategy, and the enemy is entirely absent from both the visuals and the narration.	1.0
677_1943	8	video_chapter	collective_military	defensive_war;heroic_combat;comradely_front;soldier_as_victim	defensive	criminalized_enemy;existential_threat	disciplined_masculinity;wounded_body;emotionally_restrained	implied	high	The chapter depicts disciplined German soldiers resisting repeated enemy offensives in a devastated landscape, with wounded comrades heroically evacuated under fire. The narration frames the German military as valiantly defending against criminalized Bolshevik attacks, stressing both endurance under hardship and mutual aid among soldiers. Violence is implied through combat scenes and injuries, reinforcing a narrative of defensive heroism and unity.	0.95
677_1943	9	video_chapter	collective_military	heroic_combat;inevitable_victory	none	weaker_enemy	disciplined_masculinity;emotionally_restrained	implied	high	This chapter depicts disciplined and emotionally restrained Luftwaffe personnel engaged in coordinated and relentless aerial assaults, with visual emphasis on collective action and technical prowess. The narration frames their actions as both heroic and routine, highlighting operational success and the adversary’s heavy losses, thereby presenting the enemy as a weaker force. No explicit legitimation is articulated, and violence is implied via bomb drops but not graphically shown.	0.95
677_1943	10	video_chapter	collective_military;individual_hero	defensive_war;heroic_combat;comradely_front;inevitable_victory	defensive;existential_threat	criminalized_enemy;existential_threat	disciplined_masculinity;emotionally_restrained	implied	high	The chapter presents German soldiers as disciplined, cohesive, and heroic defenders, celebrated both collectively and through individual distinction. Narration frames the struggle as a defensive and existential fight against a criminalized, mass-attacking enemy, with imagery reinforcing camaraderie, restraint, and operational readiness. Violence is implied rather than graphically shown, supporting a narrative of just, resolute resistance and inevitable victory.	1.0
678_1943	5	video_chapter	collective_military;civilian_collective	administrative_normality;occupation_normalization;comradely_front	none	none	wounded_body;emotionally_restrained;neutral_military_presence	absent	medium	The chapter depicts a scene of everyday leisure and camaraderie among wounded German soldiers, nurses, and dignitaries at a Romanian hospital. Attention is directed at the normalization of military presence and recovery, emphasizing the administrative and comradely aspects of occupation without reference to the enemy or warfare. There is a focus on rehabilitation, care, and morale in a nonviolent setting.	0.95
679_1943	3	video_chapter	collective_military	comradely_front;technological_modernity;heroic_combat	none	none	disciplined_masculinity;invulnerable_body;emotionally_restrained	absent	high	This chapter presents youthful members of the Hitlerjugend participating in synchronized athletic events and competitive sports, emphasizing disciplined, collective strength and physical achievement. The narration highlights superior performances and ties athletic prowess to military service, presenting individuals as invulnerable and highly capable. No enemy is depicted, and violence is entirely absent, with the focus on group unity, excellence, and national vigor.	1.0
679_1943	4	video_chapter	collective_military	heroic_combat;administrative_normality	none	legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts the actions of a disciplined and collective German naval crew conducting commerce raiding operations. The narration frames their work as efficient and routine, with underlying tones of heroism and professionalism. Enemy crews are shown as surrendered and treated per war regulations, with violence implied but not visually depicted.	0.92
679_1943	5	video_chapter	collective_military	heroic_combat;defensive_war	defensive	criminalized_enemy;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	This chapter depicts German soldiers at the Eastern Front united in disciplined collective action, responding to an enemy incursion with counterattacks and presenting their operations as both resilient and methodical. The narration frames the Soviet enemy as criminal intruders and emphasizes the defensive nature of German action while underscoring heavy enemy losses. Violence is present through implication (artillery fire, destruction), but direct depictions remain limited, foregrounding German control and collective resolve.	0.96
679_1943	6	video_chapter	collective_military	defensive_war;heroic_combat;comradely_front	defensive	legitimate_opponent;weaker_enemy	disciplined_masculinity;emotionally_restrained	implied	high	This chapter depicts disciplined German military collectives executing an organized withdrawal under fire from a superior enemy. The narration frames their resistance and tactical retreat as both heroic and defensive, emphasizing their discipline and technical proficiency. Violence is present only through implied artillery duels and aerial battles, with enemy action framed as ultimately futile.	0.93
680_1943	1	video_chapter	collective_military	administrative_normality;occupation_normalization	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	This chapter depicts a diplomatic event, showing the German and Bulgarian leaders in a calm, highly formalized setting. The military figures are presented as disciplined and orderly, with no reference to combat or the enemy; interactions are cordial and administrative. The atmosphere is normalized, positioning soldiers and leaders as competent administrators rather than combatants.	1.0
680_1943	2	video_chapter	collective_military;civilian_collective	sacrificial_martyrdom;administrative_normality	none	none	disciplined_masculinity;emotionally_restrained	absent	medium	This chapter documents the funeral of King Boris, emphasizing disciplined military ceremony, restrained mourning, and the participation of dignitaries and the population. The narrative frames the event as a solemn and collective sacrifice, with a focus on order and unity but without explicit references to heroism or enemy presence. Violence and combat are notably absent, while soldierly and civilian composure dominate the imagery.	0.95
680_1943	4	video_chapter	collective_military;civilian_collective	comradely_front;administrative_normality	none	none	disciplined_masculinity;emotionally_restrained;neutral_military_presence	absent	medium	The chapter highlights the arrival of disciplined and composed German naval personnel in Japan, emphasizing their camaraderie with Japanese allies and peaceful activities after extended duty at sea. There is no depiction of violence or explicit enemy representation; the focus is on recovery and international military fellowship. The visual and verbal narratives reinforce an image of normality and mutual respect between Axis partners.	0.95
680_1943	5	video_chapter	collective_military	heroic_combat;defensive_war;comradely_front;inevitable_victory	defensive	criminalized_enemy;existential_threat	disciplined_masculinity;emotionally_restrained;wounded_body	implied	high	This chapter portrays a German military collective engaging in disciplined and determined action on the Eastern Front. The narrative combines images of calm soldierly routines and moments of battlefield activity, aligning with a story of heroic, defensive struggle against a criminalized and existential enemy. Acts of decorated bravery and restrained emotional tone reinforce images of cohesion and sacrifice, while violence and suffering are present but primarily implied.	0.95
680_1943	6	video_chapter	individual_hero;collective_military	heroic_combat;inevitable_victory	civilizing;none	none	disciplined_masculinity;emotionally_restrained;neutral_military_presence	absent	high	This chapter constructs German soldiers as disciplined, efficient, and heroic, foregrounding both collective military movement and individual valor, particularly through the awarding of the Knight's Cross to a tank commander. The narration frames the southward advance as a civilizing act and emphasizes military readiness, omitting images of violence or the enemy, thus normalizing occupation as orderly and inevitable. Soldiers are represented as highly capable agents in a triumphant and normalized campaign.	0.95
681_1943	3	video_chapter	collective_military;civilian_collective	soldier_as_victim;comradely_front;administrative_normality	none	none	wounded_body;emotionally_restrained	absent	medium	This chapter presents a festive day honoring wounded soldiers, focusing on their integration with civilians, especially children, in acts of recognition and sympathy. The wounded are shown in a dignified and emotionally restrained manner, with violence and the enemy notably absent. The narrative emphasizes community solidarity and the normalization of wartime injury.	0.95
681_1943	4	video_chapter	collective_military	heroic_combat;defensive_war;technological_modernity	defensive	legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	The video chapter frames a disciplined German military unit conducting a significant reconnaissance mission in northern Norway, emphasizing operational competence and technical achievement. The narrative and visuals highlight collective defense against 'bolshevist' artillery, featuring German forces as technologically advanced and actively protecting convoys while violence remains implied rather than overtly depicted. The enemy is addressed as a legitimate military opponent, and the chapter positions the German military as heroic defenders through coordinated action and technical prowess.	0.95
681_1943	5	video_chapter	collective_military	heroic_combat;defensive_war	defensive	criminalized_enemy	disciplined_masculinity;emotionally_restrained	implied	high	The chapter depicts disciplined German naval crews collectively preparing for and executing mine-laying operations under threat from 'Bolshevist' air attacks. The narration and visuals frame the Germans as steadfast defenders thwarting criminalized enemies, highlighting technical competence and unbroken composure. Violence is implied through moments of attack and defense but not directly shown.	0.95
681_1943	6	video_chapter	collective_military	heroic_combat;defensive_war;inevitable_victory	defensive	criminalized_enemy;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The video chapter presents disciplined, predominantly adult German soldiers in collective combat roles, engaging in a visually and narratively framed defensive battle against a numerically superior but ultimately criminalized and weaker Bolshevik enemy. While violence is implied through artillery fire and aerial attacks, direct violence is not explicitly shown. The narration emphasizes defensive legitimation, portraying German troops as heroic, capable, and orderly, ensuring inevitable victory despite adversity.	0.95
681_1943	7	video_chapter	collective_military	heroic_combat;comradely_front;inevitable_victory	none	weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts German military forces as disciplined and orderly, advancing successfully through northern Italy, including during urban combat and occupation. The narrative emphasizes coordinated action and German victory, framing enemy resistance as brief and ineffective, with few signs of violence directly shown on screen but suggested through imagery and narration. The enemy is depicted as weak and already capitulating, while German soldiers embody military discipline and cohesion.	0.95
681_1943	8	video_chapter	collective_military	defensive_war;heroic_combat;comradely_front	defensive	criminalized_enemy;legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	German troops are depicted in organized collective action, engaging in defensive maneuvers against Allied landings in southern Italy. The narration emphasizes the threat posed by enemy forces and frames German resistance as heroic and legitimate, blaming the Badoglio government for betrayal. The visual absence of graphic violence underscores disciplined military response and unity under adversity.	0.95
681_1943	9	video_chapter	collective_military;individual_hero	heroic_combat;inevitable_victory	none	weaker_enemy	disciplined_masculinity;neutral_military_presence;emotional_expressivity	implied	high	This chapter depicts a disciplined and determined collective of German soldiers undertaking a daring and successful mission to rescue Mussolini, with visual emphasis on confident, capable, and expressive male bodies. The narrative frames the event as a heroic feat and highlights the enemy as disappointed and weaker, without direct legitimation but stressing inevitability and military prowess.	0.95
682_1943	2	video_chapter	collective_military;civilian_collective	administrative_normality;occupation_normalization	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	This chapter juxtaposes the disciplined, orderly presentation of military power in a formal parade with scenes of local agricultural labor, emphasizing a sense of normalcy and efficiency under occupation. There is no depiction of violence or the enemy; instead, the focus is on routine, harmonious administration and productive civilian life. The framing suggests a normalized occupation with both military and civilian groups portrayed as agents of stability.	0.97
682_1943	3	video_chapter	collective_military;civilian_collective	administrative_normality;occupation_normalization	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	The video chapter presents images of routine agricultural labor in Serbia and a formalized military parade in Danzig, accompanied by narration describing orderly tobacco harvesting and the ceremonial naming of a Panzergrenadier division. There is an emphasis on administrative normality and the collective discipline of both soldiers and civilians, with no representation of violence or visible enemy. The narrative and visuals reinforce a sense of normalized occupation and institutional procedure.	0.94
682_1943	4	video_chapter	collective_military;individual_hero	heroic_combat;comradely_front;inevitable_victory;administrative_normality	none	none	disciplined_masculinity;neutral_military_presence	absent	high	The chapter centers on military ceremony and symbolic recognition, highlighting collective discipline and the valorization of an individual officer for exceptional performance. The visual narrative features orderly troop formations and the bestowal of honor, constructing German forces as disciplined and invulnerable. Absence of violence and enemy depiction directs focus to ritual, hierarchy, and internal solidarity.	0.97
682_1943	5	video_chapter	collective_military	administrative_normality;technological_modernity	none	none	disciplined_masculinity;emotionally_restrained	absent	high	The video chapter centers on the coordinated activities of high-ranking German military leaders, emphasizing orderly command, disciplined presence, and technological infrastructure such as airplanes and vehicles. The absence of visible combat or enemy figures supports a framing of war leadership as an administrative and routine matter, reinforcing the image of calm competence and modern, structured operations.	1.0
682_1943	6	video_chapter	collective_military	heroic_combat;inevitable_victory	none	none	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined German military collectives executing a successful seaborne assault on enemy positions in Spitzbergen. Visuals emphasize organized teamwork, disciplined masculinity, and successful operational outcomes, while the narration frames the operation as a heroic and victorious action. Direct violence is implied through reference to attacks and destruction of enemy positions but is not visually shown.	0.95
682_1943	7	video_chapter	collective_military	administrative_normality;defensive_war	defensive	none	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts the collective efforts of German soldiers and workers focusing on engineering, logistics, and fortification at the Eastern Front, emphasizing orderliness, labor, and military discipline. The narrative frames these activities as routine but critical defensive preparations, presenting the German military as industrious and organized. There is no explicit portrayal or moral characterization of the enemy, and violence is only implied through military context and fortification work.	0.98
682_1943	8	video_chapter	collective_military;individual_hero	heroic_combat;comradely_front;inevitable_victory;administrative_normality	defensive	weaker_enemy;none	disciplined_masculinity;emotionally_restrained;neutral_military_presence	implied	high	This chapter highlights disciplined and decorated German officers and pilots, presenting them as both exceptional individuals and part of a capable collective. Combat is referenced through narration and aftermath—such as downed enemy aircraft and burned planes—without directly depicting violence. The enemy is shown as being defeated, with minimal visual presence, supporting a narrative of German technological and moral superiority in a defensive war context.	0.95
682_1943	9	video_chapter	collective_military;enemy_focus	defensive_war;heroic_combat;inevitable_victory	defensive	criminalized_enemy;weaker_enemy	disciplined_masculinity;invulnerable_body	implied	high	The video chapter depicts German troops executing organized withdrawals and demolitions under fire, emphasizing their discipline and technical control. Violence against the enemy is implied through destruction and the 'annihilation' of Soviet tanks, but direct acts of violence are not visually shown. The narration frames the conflict as a defensive struggle against a criminalized and weaker Bolshevik enemy, presenting German soldiers as resilient, technologically advanced, and collectively heroic.	0.97
682_1943	10	video_chapter	collective_military	defensive_war;occupation_normalization	defensive;civilizing	criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The newsreel depicts disciplined German and Italian military units securing Southern European coastal areas, emphasizing order, military cooperation, and fortification efforts. The narration frames German actions as defending against rebellious and criminalized elements, legitimizing intervention as necessary for restoring order and supporting a newly aligned Italian government. Violence is implied through references to 'cleansing' and actions against 'rebels,' but is not directly depicted, normalizing occupation as a routine and purposeful military operation.	0.97
682_1943	11	video_chapter	collective_military	defensive_war;heroic_combat	defensive	legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined German military units operating in challenging terrain, emphasizing their cohesion and strategic withdrawal. The narration frames the combat as defensive and highlights the enemy’s unexpected difficulties and losses, positioning German soldiers as capable and coordinated defenders engaged in legitimate battle. Violence is present predominantly by implication rather than direct visualization.	0.95
527_1940	4	video_chapter	collective_military;civilian_collective	administrative_normality;technological_modernity	none	none	disciplined_masculinity;neutral_military_presence	absent	high	This chapter presents a ceremonial political event, emphasizing disciplined military formations, orderly civilian crowds, and the technological progress of train travel. Narration focuses on high-level political meetings and the purported reordering of Europe, with no depiction of violence or explicit justification for war. The visuals and text together construct an image of administrative normality and modernity in the Axis leadership's operations.	0.98
527_1940	5	video_chapter	collective_military;civilian_collective	administrative_normality;cultural_guardianship	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	This chapter presents a ceremony of Italian-German diplomatic and cultural collaboration, emphasizing both military discipline and cultured civilian life. The absence of violence and enemy references frames the meeting as a matter of administrative routine and mutual recognition. The narrative champions cultural guardianship and portrays disciplined military and civic participation.	0.98
527_1940	6	video_chapter	collective_military	technological_modernity;administrative_normality	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	This chapter depicts German artillery crews conducting training exercises in a controlled environment, observed by a delegation of Spanish officers. The focus is on the orderly operation of military technology and institutional routine, with soldiers represented as disciplined professionals. No enemy is depicted and violence is absent, reinforcing a narrative of military normality and technological capability.	0.95
527_1940	7	video_chapter	collective_military;civilian_collective;enemy_focus	technological_modernity;cultural_guardianship	none	criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	medium	The chapter showcases German air technology and collective discipline, depicting soldiers and civilians engaging with advanced military equipment. British forces are labeled as 'Luftpiraten,' emphasizing their criminalization and attacks on civilian settlements, while violence is shown through evidence and aftermath rather than direct combat. The narrative combines displays of technological capability and civilian engagement with implicit condemnation of the enemy’s actions.	0.95
527_1940	10	video_chapter	collective_military;civilian_collective	comradely_front;occupation_normalization	none	none	disciplined_masculinity;neutral_military_presence	absent	high	The newsreel chapter focuses on displays of collective discipline through parades and public gatherings, emphasizing the unity and integration of Luxembourgers into the Nazi movement. There is no reference to enemy forces or violence; the visual and textual materials together promote a sense of normalized occupation and voluntary participation. Both the civilian and military actors are depicted as orderly and aligned with the German administration.	0.95
527_1940	12	video_chapter	collective_military	administrative_normality;technological_modernity	none	none	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts the German military as an organized, disciplined collective engaged in inspection, technical demonstration, and battlefield management, emphasizing administrative order and technological prowess. There is no explicit legitimization of their actions, nor is the enemy depicted or morally judged, though destruction wrought by German bombs is briefly alluded to. Visually, military officials are shown in composed demeanor without visible violence, with violence only referenced indirectly in narration.	0.95
527_1940	13	video_chapter	collective_military;civilian_collective	administrative_normality	none	none	neutral_military_presence	absent	medium	This chapter depicts the arrival and efficient organization of food supplies for German troops in Norway, highlighting the logistical and administrative capabilities of both military and civilian actors. There is no presence of violence or enemy figures, and the narrative remains focused on routine support activities rather than combat or ideological justification.	0.95
527_1940	17	video_chapter	collective_military	administrative_normality	none	none	disciplined_masculinity;neutral_military_presence	absent	high	German naval personnel are depicted performing routine and coordinated technical tasks as part of a minesweeping operation in the Channel. The visual focus is on disciplined collective labor, technical skill, and professional order, without visible violence or direct enemy depiction. The narration frames the activity as standard military procedure, with no overt heroism or explicit moral positioning vis-à-vis the enemy.	0.98
527_1940	18	video_chapter	collective_military	heroic_combat;inevitable_victory;technological_modernity	none	none	disciplined_masculinity;emotionally_restrained	implied	high	This chapter depicts a disciplined and technologically advanced collective of German airmen carrying out a bombing mission over England. Violence is implied through the narration and aerial imagery of bombing, but direct depictions of suffering or enemy bodies are absent. The framing emphasizes heroic action, modern capability, and relentless attack, with no explicit legitimation or moralization of the enemy.	0.97
683_1943	3	video_chapter	collective_military;civilian_collective	comradely_front;administrative_normality	none	none	disciplined_masculinity;emotionally_restrained;neutral_military_presence	absent	medium	This video chapter highlights the unity of German youth, farmers, and decorated soldiers in a ceremonial context, celebrating agricultural contributions to the war effort. Military and civic actors are depicted as disciplined and supportive, with no enemy presence or violence shown, projecting a normalized, orderly home front that underpins the war. The ritual recognition of effort and sacrifice suggests a comradely, bureaucratic solidarity between front and home.	0.95
683_1943	4	video_chapter	collective_military;civilian_collective	heroic_combat;comradely_front;inevitable_victory	existential_threat	none	disciplined_masculinity;neutral_military_presence;emotionally_restrained	absent	high	The chapter showcases German military figures and civilians gathered in a collective celebration, with awards and public rallies emphasizing unity, discipline, and the heroic deeds of soldiers. Goebbels' speech frames the war as an existential struggle requiring total commitment and inevitable victory, while the civilian population is mobilized as an integral part of the effort. Neither violence nor the enemy is visually present, focusing instead on internal resolve and patriotic solidarity.	0.97
683_1943	5	video_chapter	collective_military;individual_hero;civilian_collective	heroic_combat;comradely_front;liberation_mission	civilizing	none	disciplined_masculinity;emotionally_restrained	absent	high	The newsreel segment frames decorated soldiers as disciplined, heroic individuals operating within a celebrated collective, with high public acclaim and ceremonial recognition. The narrative underscores heroic combat and a 'liberation mission' undertaken in the service of honor and freedom, building strong military and civilian consensus without visualizing the enemy or direct violence. The legitimation draws on civilizing logic, spotlighting valor and ceremonial reward rather than battlefield brutality.	0.96
683_1943	6	video_chapter	collective_military	comradely_front;heroic_combat;technological_modernity	none	none	disciplined_masculinity;emotionally_restrained	implied	high	This chapter centers on the disciplined and technologically proficient training of young, highly organized German soldiers in a military school setting. Visuals emphasize collective military action, composure, and technical prowess, reinforced by narration that details tactical instruction and rapid response exercises, with violence implied through combat simulations but not explicitly shown. The enemy is absent, and the legitimation for action is not articulated, while the soldiers are depicted as competent, unified, and emotionally restrained.	0.95
684_1943	2	video_chapter	collective_military	comradely_front;administrative_normality	none	none	disciplined_masculinity;emotionally_restrained	absent	high	The sequence presents a group of uniformed, disciplined, and youthful SS volunteers in a highly organized oath ceremony, visually emphasizing collective military order and masculine restraint. The narration matter-of-factly describes the administrative process of inspection and swearing-in, without invoking the enemy or justifying military action. The absence of violence and enemy imagery frames the soldiers as a united, dutiful collective engaged in ritualistic military practice.	1.0
684_1943	3	video_chapter	individual_hero;collective_military	heroic_combat;comradely_front;technological_modernity	none	none	disciplined_masculinity;wounded_body;neutral_military_presence	absent	high	The chapter frames Jachtmann as an individual hero who overcomes a significant physical injury to achieve a technological and personal feat, while emphasizing discipline and camaraderie among pilots and soldiers. The military collective appears united in recognition and celebration, with no visual or verbal presence of violence or an enemy. The narrative centers on resilience, expertise, and masculine discipline, integrating both individual heroism and group solidarity.	0.96
684_1943	4	video_chapter	collective_military;individual_hero	heroic_combat;inevitable_victory	none	none	disciplined_masculinity;neutral_military_presence	absent	high	The newsreel chapter presents decorated Luftwaffe officers in a ceremonial setting, highlighting their individual achievements and collective military excellence. The narrative focuses on extraordinary combat success and the bestowal of honors, visually and textually reinforcing disciplined masculinity and exceptional agency. The enemy is not depicted or discussed, and violence remains absent from both narrative and imagery.	1.0
684_1943	5	video_chapter	collective_military;civilian_collective	defensive_war;administrative_normality	defensive	legitimate_opponent	disciplined_masculinity;neutral_military_presence	shown	high	This chapter frames the German army's organized withdrawal as an orderly, disciplined, and necessary defensive action. Visuals emphasize collective military effort, civilian movements, and destruction of resources to prevent enemy gain, while narration depicts a determined resistance under pressure from a legitimate adversary. The narrative legitimizes destruction and retreat through the logic of defense, highlighting agency and discipline in the face of adversity.	0.95
684_1943	6	video_chapter	collective_military;civilian_collective;enemy_focus	defensive_war;heroic_combat;administrative_normality	defensive;existential_threat	criminalized_enemy;existential_threat	disciplined_masculinity;emotionally_restrained;neutral_military_presence	implied	high	The chapter frames the German and Romanian troops as disciplined, orderly, and heroically managing a strategic withdrawal under enemy pressure, emphasizing their high agency and composure. The enemy is described as the 'Bolshevist' threat, criminalized and cast as an existential danger, while violence remains largely implied rather than directly shown. Administrative elements such as the evacuation logistics and cooperation of civilians highlight operational normality amidst adversity.	0.95
684_1943	7	video_chapter	collective_military	heroic_combat;administrative_normality	none	legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts German naval crews as disciplined and competent, engaging in both routine inspections and direct combat at sea. Combat is narrated heroically, highlighting both readiness and technical procedure, while the enemy is presented as an opposing but legitimate force. Scenes of cooperation with French fishermen add an element of administrative normality within the overarching combat narrative.	0.95
